Date,Time,Soc,Speed,Mode,LAT,LON,ALT,GpsSpeed,Temperature,Humidity,Weather,WindSpeedAv,Traffic,SpeedLimit
5/25/2021,17:19:58,62.580000,0.000000,N,33.953793,-6.851494,81.000000,0.037040,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:19:59,62.580000,0.000000,N,33.953793,-6.851494,81.000000,0.037040,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:00,62.580000,0.000000,N,33.953793,-6.851494,81.000000,0.037040,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:01,62.580000,0.550000,N,33.953796,-6.851487,81.000000,0.092600,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:02,62.580000,1.220000,N,33.953796,-6.851487,81.000000,0.092600,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:03,62.580000,1.550000,R,33.953796,-6.851487,81.000000,0.092600,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:04,62.580000,1.660000,R,33.953796,-6.851487,81.000000,0.092600,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:05,62.560000,1.660000,R,33.953796,-6.851487,81.000000,0.092600,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:06,62.560000,0.770000,R,33.953796,-6.851487,81.000000,0.092600,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:07,62.560000,1.110000,R,33.953796,-6.851487,81.000000,0.092600,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:08,62.560000,1.660000,R,33.953796,-6.851487,81.000000,0.092600,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:09,62.560000,1.770000,R,33.953796,-6.851487,81.000000,0.092600,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:10,62.560000,1.660000,R,33.953796,-6.851487,81.000000,0.092600,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:11,62.560000,1.220000,R,33.953796,-6.851487,81.000000,0.092600,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:12,62.560000,1.440000,R,33.953796,-6.851487,81.000000,0.092600,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:13,62.560000,1.440000,R,33.953831,-6.851449,81.000000,2.592800,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:14,62.560000,1.440000,R,33.953831,-6.851449,81.000000,2.592800,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:15,62.540000,1.880000,R,33.953831,-6.851449,81.000000,2.592800,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:16,62.540000,2.440000,R,33.953831,-6.851449,81.000000,2.592800,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:17,62.540000,0.880000,N,33.953831,-6.851449,81.000000,2.592800,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:18,62.540000,0.000000,N,33.953831,-6.851449,81.000000,2.592800,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:19,62.540000,0.440000,D,33.953831,-6.851449,81.000000,2.592800,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:20,62.540000,1.110000,D,33.953831,-6.851449,81.000000,2.592800,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:21,62.540000,2.330000,D,33.953831,-6.851449,81.000000,2.592800,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:22,62.540000,2.440000,D,33.953831,-6.851449,81.000000,2.592800,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:23,62.540000,3.210000,D,33.953831,-6.851449,81.000000,2.592800,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:24,62.520000,3.990000,D,33.953831,-6.851449,81.000000,2.592800,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:25,62.520000,3.770000,D,33.953831,-6.851449,81.000000,2.592800,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:26,62.520000,2.100000,N,33.953831,-6.851449,81.000000,2.592800,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:27,62.520000,0.110000,N,33.953831,-6.851449,81.000000,2.592800,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:28,62.520000,0.000000,N,33.953815,-6.851442,87.000000,0.370400,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:29,62.520000,0.000000,N,33.953815,-6.851442,87.000000,0.370400,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:30,62.520000,0.000000,N,33.953815,-6.851442,87.000000,0.370400,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:31,62.520000,0.000000,N,33.953815,-6.851442,87.000000,0.370400,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:32,62.520000,0.000000,N,33.953815,-6.851444,-111.000000,0.000000,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:33,62.520000,0.000000,N,33.953815,-6.851444,-111.000000,0.000000,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:34,62.520000,0.000000,N,33.953815,-6.851444,-111.000000,0.000000,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:35,62.520000,0.000000,N,33.953815,-6.851444,-111.000000,0.000000,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:36,62.520000,0.000000,D,33.953815,-6.851444,-111.000000,0.000000,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:37,62.520000,1.110000,D,33.953815,-6.851444,-111.000000,0.000000,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:38,62.520000,2.330000,D,33.953815,-6.851444,-111.000000,0.000000,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:39,62.500000,2.330000,D,33.953815,-6.851444,-111.000000,0.000000,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:40,62.500000,1.880000,D,33.953815,-6.851444,-111.000000,0.000000,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:41,62.500000,1.880000,D,33.953815,-6.851444,-111.000000,0.000000,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:42,62.500000,2.100000,D,33.953815,-6.851444,-111.000000,0.000000,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:43,62.500000,3.210000,D,33.953796,-6.851423,89.000000,0.000000,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:44,62.500000,3.210000,D,33.953796,-6.851423,89.000000,0.000000,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:45,62.500000,3.990000,D,33.953796,-6.851423,89.000000,0.000000,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:46,62.500000,3.990000,D,33.953796,-6.851423,89.000000,0.000000,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:47,62.500000,2.990000,D,33.953796,-6.851423,89.000000,0.000000,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:48,62.500000,2.990000,D,33.953796,-6.851423,89.000000,0.000000,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:49,62.500000,0.330000,N,33.953796,-6.851423,89.000000,0.000000,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:50,62.500000,0.000000,N,33.953796,-6.851423,89.000000,0.000000,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:51,62.500000,0.000000,N,33.953796,-6.851423,89.000000,0.000000,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:52,62.480000,0.000000,N,33.953796,-6.851423,89.000000,0.000000,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:53,62.480000,0.000000,N,33.953796,-6.851423,89.000000,0.000000,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:54,62.480000,0.000000,N,33.953796,-6.851423,89.000000,0.000000,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:55,62.480000,0.000000,N,33.953796,-6.851423,89.000000,0.000000,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:56,62.480000,0.000000,N,33.953796,-6.851423,89.000000,0.000000,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:57,62.480000,0.110000,D,33.953796,-6.851423,89.000000,0.000000,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:58,62.480000,0.110000,N,33.953758,-6.851400,89.000000,0.796360,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:20:59,62.480000,0.110000,D,33.953758,-6.851400,89.000000,0.796360,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:21:00,62.460000,2.660000,D,33.953758,-6.851400,89.000000,0.796360,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:21:01,62.460000,4.660000,D,33.953758,-6.851400,89.000000,0.796360,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:21:02,62.460000,4.660000,D,33.953758,-6.851400,89.000000,0.796360,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:21:03,62.460000,8.880000,D,33.953758,-6.851400,89.000000,0.796360,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:21:04,62.440000,8.880000,D,33.953758,-6.851400,89.000000,0.796360,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:21:05,62.440000,9.990000,D,33.953758,-6.851400,89.000000,0.796360,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:21:06,62.420000,9.990000,D,33.953758,-6.851400,89.000000,0.796360,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:21:07,62.420000,8.320000,D,33.953758,-6.851400,89.000000,0.796360,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:21:08,62.420000,8.320000,D,33.953758,-6.851400,89.000000,0.796360,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:21:09,62.420000,8.320000,D,33.953758,-6.851400,89.000000,0.796360,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:21:10,62.400000,8.320000,D,33.953758,-6.851400,89.000000,0.796360,21.500000,68.000000,Clouds,4.230000,0,40.000000
5/25/2021,17:21:11,62.400000,8.320000,D,33.953758,-6.851400,89.000000,0.796360,21.500000,68.000000,Clouds,4.230000,0,40.000000
