Date,Time,Soc,Speed,Mode,LAT,LON,ALT,GpsSpeed,Temperature,Humidity,Weather,WindSpeedAv,Traffic,SpeedLimit
03/30/2021,14:28:52,95.140000,0.000000,N,33.979034,-6.739152,144.000000,41.429237,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:28:53,95.120000,0.000000,N,33.979034,-6.739152,144.000000,41.429237,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:28:54,95.120000,0.000000,N,33.979034,-6.739152,144.000000,41.429237,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:28:55,95.120000,0.000000,N,33.979034,-6.739152,144.000000,41.429237,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:28:56,95.120000,0.000000,N,33.979034,-6.739152,144.000000,41.429237,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:28:57,95.120000,0.000000,N,33.979034,-6.739152,144.000000,41.429237,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:28:58,95.120000,0.000000,N,33.979034,-6.739152,144.000000,41.429237,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:28:59,95.120000,0.000000,N,33.979034,-6.739152,144.000000,41.429237,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:00,95.120000,0.000000,N,33.979034,-6.739152,144.000000,41.429237,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:01,95.120000,0.000000,N,33.979034,-6.739152,144.000000,41.429237,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:02,95.120000,0.000000,N,33.979034,-6.739152,144.000000,41.429237,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:03,95.120000,0.000000,N,33.979034,-6.739152,144.000000,41.429237,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:04,95.120000,0.000000,N,33.979034,-6.739152,144.000000,41.429237,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:05,95.120000,0.000000,N,33.979034,-6.739160,144.000000,0.037040,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:06,95.120000,0.000000,N,33.979034,-6.739160,144.000000,0.037040,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:07,95.120000,0.000000,N,33.979034,-6.739160,144.000000,0.037040,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:08,95.120000,0.000000,N,33.979034,-6.739160,144.000000,0.037040,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:09,95.120000,0.000000,N,33.979034,-6.739160,144.000000,0.037040,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:10,95.120000,0.000000,N,33.979034,-6.739160,144.000000,0.037040,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:11,95.120000,0.000000,N,33.979034,-6.739160,144.000000,0.037040,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:12,95.120000,0.000000,N,33.979034,-6.739160,144.000000,0.037040,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:13,95.120000,0.000000,N,33.979034,-6.739160,144.000000,0.037040,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:14,95.120000,0.000000,N,33.979034,-6.739160,144.000000,0.037040,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:15,95.120000,0.000000,N,33.979034,-6.739160,144.000000,0.037040,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:16,95.120000,0.000000,N,33.979034,-6.739160,144.000000,0.037040,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:17,95.120000,0.000000,N,33.979034,-6.739160,144.000000,0.037040,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:18,95.120000,0.000000,N,33.979034,-6.739160,144.000000,0.037040,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:19,95.120000,0.000000,N,33.979034,-6.739160,144.000000,0.037040,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:20,95.120000,0.000000,N,33.979034,-6.739160,144.000000,0.037040,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:21,95.120000,0.000000,N,33.979031,-6.739162,144.000000,0.018520,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:22,95.120000,0.000000,N,33.979031,-6.739162,144.000000,0.018520,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:23,95.120000,0.000000,N,33.979031,-6.739162,144.000000,0.018520,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:24,95.120000,0.000000,N,33.979031,-6.739162,144.000000,0.018520,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:25,95.120000,0.000000,N,33.979031,-6.739162,144.000000,0.018520,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:26,95.120000,0.000000,N,33.979031,-6.739162,144.000000,0.018520,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:27,95.120000,0.000000,N,33.979031,-6.739162,144.000000,0.018520,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:28,95.120000,0.000000,N,33.979031,-6.739162,144.000000,0.018520,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:29,95.140000,0.000000,N,33.979031,-6.739162,144.000000,0.018520,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:30,95.140000,0.000000,N,33.979031,-6.739162,144.000000,0.018520,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:31,95.140000,0.000000,N,33.979034,-6.739161,144.000000,0.018520,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:32,95.140000,0.000000,N,33.979034,-6.739161,144.000000,0.018520,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:33,95.140000,0.000000,N,33.979034,-6.739161,144.000000,0.018520,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:34,95.140000,0.000000,N,33.979034,-6.739161,144.000000,0.018520,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:35,95.140000,0.000000,N,33.979034,-6.739161,144.000000,0.018520,24.900000,34.000000,Clouds,1.540000,0,40.000000
03/30/2021,14:29:36,95.140000,0.000000,N,33.979034,-6.739161,144.000000,0.018520,24.900000,34.000000,Clouds,1.540000,0,40.000000
